,Unnamed: 0,age,ethnicity,full_path,gender,name,filename,tag,face_loc,folder,face_location,,male,length_filename
1566,1566,32,black,85/nm0879085_rm215724032_1978-12-30_2011.jpg,male,tyrese gibson,nm0879085_rm215724032_1978-12-30_2011_0.jpg,no-smile,"{'x': 401, 'y': 344, 'w': 511, 'h': 511}",85,"[401, 344, 912, 855]",,1,43
1570,1570,32,black,85/nm0879085_rm299610112_1978-12-30_2011.jpg,male,tyrese gibson,nm0879085_rm299610112_1978-12-30_2011_0.jpg,no-smile,"{'x': 498, 'y': 349, 'w': 444, 'h': 444}",85,"[498, 349, 942, 793]",,1,43
1573,1573,27,black,85/nm0879085_rm374773760_1978-12-30_2006.jpg,male,tyrese gibson,nm0879085_rm374773760_1978-12-30_2006_0.jpg,no-smile,"{'x': 243, 'y': 70, 'w': 103, 'h': 103}",85,"[243, 70, 346, 173]",,1,43
1575,1575,32,black,85/nm0879085_rm559726080_1978-12-30_2011.jpg,male,tyrese gibson,nm0879085_rm559726080_1978-12-30_2011_0.jpg,no-smile,"{'x': 1547, 'y': 177, 'w': 314, 'h': 314}",85,"[1547, 177, 1861, 491]",,1,43
1576,1576,36,black,85/nm0879085_rm607318016_1978-12-30_2015.jpg,male,tyrese gibson,nm0879085_rm607318016_1978-12-30_2015_0.jpg,smile,"{'x': 950, 'y': 107, 'w': 314, 'h': 314}",85,"[950, 107, 1264, 421]",,1,43
1577,1577,28,black,85/nm0879085_rm847158016_1978-12-30_2007.jpg,male,tyrese gibson,nm0879085_rm847158016_1978-12-30_2007_0.jpg,smile,"{'x': 87, 'y': 44, 'w': 78, 'h': 78}",85,"[87, 44, 165, 122]",,1,43
1578,1578,29,black,85/nm0879085_rm851347968_1978-12-30_2008.jpg,male,tyrese gibson,nm0879085_rm851347968_1978-12-30_2008_0.jpg,smile,"{'x': 69, 'y': 69, 'w': 207, 'h': 207}",85,"[69, 69, 276, 276]",,1,43
1579,1579,24,black,85/nm0879085_rm989501696_1978-12-30_2003.jpg,male,tyrese gibson,nm0879085_rm989501696_1978-12-30_2003_0.jpg,no-smile,"{'x': 154, 'y': 88, 'w': 196, 'h': 196}",85,"[154, 88, 350, 284]",,1,43
1560,1560,32,black,85/nm0879085_rm1183102976_1978-12-30_2011.jpg,male,tyrese gibson,nm0879085_rm1183102976_1978-12-30_2011_0.jpg,smile,"{'x': 395, 'y': 329, 'w': 587, 'h': 587}",85,"[395, 329, 982, 916]",,1,44
1561,1561,22,black,85/nm0879085_rm1598724352_1978-12-30_2001.jpg,male,tyrese gibson,nm0879085_rm1598724352_1978-12-30_2001_0.jpg,no-smile,"{'x': 244, 'y': 22, 'w': 47, 'h': 47}",85,"[244, 22, 291, 69]",,1,44
1562,1562,26,black,85/nm0879085_rm1628871424_1978-12-30_2005.jpg,male,tyrese gibson,nm0879085_rm1628871424_1978-12-30_2005_0.jpg,no-smile,"{'x': 38, 'y': 76, 'w': 170, 'h': 170}",85,"[38, 76, 208, 246]",,1,44
1563,1563,34,black,85/nm0879085_rm1741726464_1978-12-30_2013.jpg,male,tyrese gibson,nm0879085_rm1741726464_1978-12-30_2013_0.jpg,no-smile,"{'x': 755, 'y': 67, 'w': 292, 'h': 292}",85,"[755, 67, 1047, 359]",,1,44
1564,1564,27,black,85/nm0879085_rm1789762304_1978-12-30_2006.jpg,male,tyrese gibson,nm0879085_rm1789762304_1978-12-30_2006_0.jpg,smile,"{'x': 62, 'y': 62, 'w': 139, 'h': 139}",85,"[62, 62, 201, 201]",,1,44
1565,1565,30,black,85/nm0879085_rm2133887232_1978-12-30_2009.jpg,male,tyrese gibson,nm0879085_rm2133887232_1978-12-30_2009_0.jpg,smile,"{'x': 68, 'y': 68, 'w': 152, 'h': 152}",85,"[68, 68, 220, 220]",,1,44
1567,1567,29,black,85/nm0879085_rm2219415296_1978-12-30_2008.jpg,male,tyrese gibson,nm0879085_rm2219415296_1978-12-30_2008_0.jpg,smile,"{'x': 62, 'y': 82, 'w': 184, 'h': 184}",85,"[62, 82, 246, 266]",,1,44
1568,1568,31,black,85/nm0879085_rm2652866560_1978-12-30_2010.jpg,male,tyrese gibson,nm0879085_rm2652866560_1978-12-30_2010_0.jpg,no-smile,"{'x': 565, 'y': 189, 'w': 337, 'h': 337}",85,"[565, 189, 902, 526]",,1,44
1569,1569,30,black,85/nm0879085_rm2744354816_1978-12-30_2009.jpg,male,tyrese gibson,nm0879085_rm2744354816_1978-12-30_2009_0.jpg,smile,"{'x': 515, 'y': 230, 'w': 511, 'h': 511}",85,"[515, 230, 1026, 741]",,1,44
1571,1571,24,black,85/nm0879085_rm3405355264_1978-12-30_2003.jpg,male,tyrese gibson,nm0879085_rm3405355264_1978-12-30_2003_0.jpg,no-smile,"{'x': 117, 'y': 86, 'w': 68, 'h': 68}",85,"[117, 86, 185, 154]",,1,44
1572,1572,30,black,85/nm0879085_rm3463874560_1978-12-30_2009.jpg,male,tyrese gibson,nm0879085_rm3463874560_1978-12-30_2009_0.jpg,smile,"{'x': 87, 'y': 69, 'w': 155, 'h': 155}",85,"[87, 69, 242, 224]",,1,44
1574,1574,24,black,85/nm0879085_rm4005796608_1978-12-30_2003.jpg,male,tyrese gibson,nm0879085_rm4005796608_1978-12-30_2003_0.jpg,smile,"{'x': 114, 'y': 24, 'w': 72, 'h': 72}",85,"[114, 24, 186, 96]",,1,44
67,67,28,black,58/nm0915458_rm253474816_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm253474816_1982-11-18_2011_0.jpg,no-smile,"{'x': 127, 'y': 63, 'w': 112, 'h': 112}",58,"[127, 63, 239, 175]",,1,43
78,78,28,black,58/nm0915458_rm693352448_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm693352448_1982-11-18_2011_0.jpg,smile,"{'x': 261, 'y': 76, 'w': 74, 'h': 74}",58,"[261, 76, 335, 150]",,1,43
79,79,28,black,58/nm0915458_rm817677568_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm817677568_1982-11-18_2011_0.jpg,smile,"{'x': 2270, 'y': 311, 'w': 341, 'h': 341}",58,"[2270, 311, 2611, 652]",,1,43
60,60,28,black,58/nm0915458_rm1224986880_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm1224986880_1982-11-18_2011_0.jpg,no-smile,"{'x': 279, 'y': 112, 'w': 124, 'h': 124}",58,"[279, 112, 403, 236]",,1,44
61,61,31,black,58/nm0915458_rm1294652928_1982-11-18_2014.jpg,male,damon wayans jr.,nm0915458_rm1294652928_1982-11-18_2014_0.jpg,no-smile,"{'x': 961, 'y': 482, 'w': 2146, 'h': 2146}",58,"[961, 482, 3107, 2628]",,1,44
62,62,28,black,58/nm0915458_rm1371649792_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm1371649792_1982-11-18_2011_0.jpg,smile,"{'x': 273, 'y': 69, 'w': 121, 'h': 121}",58,"[273, 69, 394, 190]",,1,44
63,63,28,black,58/nm0915458_rm1443090688_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm1443090688_1982-11-18_2011_0.jpg,no-smile,"{'x': 113, 'y': 44, 'w': 77, 'h': 77}",58,"[113, 44, 190, 121]",,1,44
64,64,28,black,58/nm0915458_rm1851913984_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm1851913984_1982-11-18_2011_0.jpg,no-smile,"{'x': 438, 'y': 251, 'w': 278, 'h': 278}",58,"[438, 251, 716, 529]",,1,44
65,65,28,black,58/nm0915458_rm2045289984_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm2045289984_1982-11-18_2011_0.jpg,smile,"{'x': 351, 'y': 260, 'w': 115, 'h': 115}",58,"[351, 260, 466, 375]",,1,44
66,66,28,black,58/nm0915458_rm2214244096_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm2214244096_1982-11-18_2011_0.jpg,smile,"{'x': 351, 'y': 66, 'w': 64, 'h': 64}",58,"[351, 66, 415, 130]",,1,44
68,68,31,black,58/nm0915458_rm2541339392_1982-11-18_2014.jpg,male,damon wayans jr.,nm0915458_rm2541339392_1982-11-18_2014_0.jpg,no-smile,"{'x': 303, 'y': 265, 'w': 336, 'h': 336}",58,"[303, 265, 639, 601]",,1,44
69,69,31,black,58/nm0915458_rm2566453248_1982-11-18_2014.jpg,male,damon wayans jr.,nm0915458_rm2566453248_1982-11-18_2014_0.jpg,no-smile,"{'x': 586, 'y': 102, 'w': 89, 'h': 89}",58,"[586, 102, 675, 191]",,1,44
70,70,26,black,58/nm0915458_rm2580776960_1982-11-18_2009.jpg,male,damon wayans jr.,nm0915458_rm2580776960_1982-11-18_2009_0.jpg,smile,"{'x': 236, 'y': 73, 'w': 80, 'h': 80}",58,"[236, 73, 316, 153]",,1,44
71,71,28,black,58/nm0915458_rm2591145216_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm2591145216_1982-11-18_2011_0.jpg,no-smile,"{'x': 291, 'y': 83, 'w': 73, 'h': 73}",58,"[291, 83, 364, 156]",,1,44
72,72,29,black,58/nm0915458_rm2702092544_1982-11-18_2012.jpg,male,damon wayans jr.,nm0915458_rm2702092544_1982-11-18_2012_0.jpg,smile,"{'x': 250, 'y': 175, 'w': 221, 'h': 221}",58,"[250, 175, 471, 396]",,1,44
73,73,29,black,58/nm0915458_rm2752358656_1982-11-18_2012.jpg,male,damon wayans jr.,nm0915458_rm2752358656_1982-11-18_2012_0.jpg,smile,"{'x': 827, 'y': 283, 'w': 155, 'h': 155}",58,"[827, 283, 982, 438]",,1,44
74,74,28,black,58/nm0915458_rm2766710272_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm2766710272_1982-11-18_2011_0.jpg,smile,"{'x': 386, 'y': 102, 'w': 81, 'h': 81}",58,"[386, 102, 467, 183]",,1,44
75,75,28,black,58/nm0915458_rm3312892160_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm3312892160_1982-11-18_2011_0.jpg,no-smile,"{'x': 450, 'y': 57, 'w': 62, 'h': 62}",58,"[450, 57, 512, 119]",,1,44
76,76,28,black,58/nm0915458_rm3771060992_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm3771060992_1982-11-18_2011_0.jpg,no-smile,"{'x': 150, 'y': 122, 'w': 83, 'h': 83}",58,"[150, 122, 233, 205]",,1,44
77,77,28,black,58/nm0915458_rm3855677440_1982-11-18_2011.jpg,male,damon wayans jr.,nm0915458_rm3855677440_1982-11-18_2011_0.jpg,smile,"{'x': 919, 'y': 395, 'w': 292, 'h': 292}",58,"[919, 395, 1211, 687]",,1,44
758,758,24,black,29/nm0931329_rm58038528_1980-9-9_2005.jpg,female,michelle williams,nm0931329_rm58038528_1980-9-9_2005_0.jpg,no-smile,"{'x': 179, 'y': 96, 'w': 122, 'h': 122}",29,"[179, 96, 301, 218]",,0,40
759,759,27,black,29/nm0931329_rm63869952_1980-9-9_2008.jpg,female,michelle williams,nm0931329_rm63869952_1980-9-9_2008_0.jpg,no-smile,"{'x': 214, 'y': 78, 'w': 173, 'h': 173}",29,"[214, 78, 387, 251]",,0,40
743,743,30,black,29/nm0931329_rm156873216_1980-9-9_2011.jpg,female,michelle williams,nm0931329_rm156873216_1980-9-9_2011_0.jpg,smile,"{'x': 704, 'y': 388, 'w': 314, 'h': 314}",29,"[704, 388, 1018, 702]",,0,41
747,747,24,black,29/nm0931329_rm203528960_1980-9-9_2005.jpg,female,michelle williams,nm0931329_rm203528960_1980-9-9_2005_0.jpg,no-smile,"{'x': 123, 'y': 35, 'w': 39, 'h': 39}",29,"[123, 35, 162, 74]",,0,41
755,755,32,black,29/nm0931329_rm299477760_1980-9-9_2013.jpg,female,michelle williams,nm0931329_rm299477760_1980-9-9_2013_0.jpg,smile,"{'x': 526, 'y': 395, 'w': 587, 'h': 587}",29,"[526, 395, 1113, 982]",,0,41
740,740,30,black,29/nm0931329_rm1274786560_1980-9-9_2011.jpg,female,michelle williams,nm0931329_rm1274786560_1980-9-9_2011_0.jpg,smile,"{'x': 303, 'y': 453, 'w': 675, 'h': 675}",29,"[303, 453, 978, 1128]",,0,42
741,741,30,black,29/nm0931329_rm1358672640_1980-9-9_2011.jpg,female,michelle williams,nm0931329_rm1358672640_1980-9-9_2011_0.jpg,smile,"{'x': 801, 'y': 326, 'w': 192, 'h': 192}",29,"[801, 326, 993, 518]",,0,42
742,742,30,black,29/nm0931329_rm1559999232_1980-9-9_2011.jpg,female,michelle williams,nm0931329_rm1559999232_1980-9-9_2011_0.jpg,smile,"{'x': 622, 'y': 573, 'w': 221, 'h': 221}",29,"[622, 573, 843, 794]",,0,42
744,744,30,black,29/nm0931329_rm1641721856_1980-9-9_2011.jpg,female,michelle williams,nm0931329_rm1641721856_1980-9-9_2011_0.jpg,smile,"{'x': 378, 'y': 529, 'w': 675, 'h': 675}",29,"[378, 529, 1053, 1204]",,0,42
745,745,30,black,29/nm0931329_rm1658499072_1980-9-9_2011.jpg,female,michelle williams,nm0931329_rm1658499072_1980-9-9_2011_0.jpg,smile,"{'x': 465, 'y': 558, 'w': 415, 'h': 415}",29,"[465, 558, 880, 973]",,0,42
746,746,30,black,29/nm0931329_rm1708830720_1980-9-9_2011.jpg,female,michelle williams,nm0931329_rm1708830720_1980-9-9_2011_0.jpg,smile,"{'x': 598, 'y': 200, 'w': 221, 'h': 221}",29,"[598, 200, 819, 421]",,0,42
748,748,17,black,29/nm0931329_rm2066973696_1980-9-9_1998.jpg,female,michelle williams,nm0931329_rm2066973696_1980-9-9_1998_0.jpg,no-smile,"{'x': 349, 'y': 498, 'w': 444, 'h': 444}",29,"[349, 498, 793, 942]",,0,42
749,749,30,black,29/nm0931329_rm2117841920_1980-9-9_2011.jpg,female,michelle williams,nm0931329_rm2117841920_1980-9-9_2011_0.jpg,no-smile,"{'x': 870, 'y': 215, 'w': 145, 'h': 145}",29,"[870, 215, 1015, 360]",,0,42
750,750,30,black,29/nm0931329_rm2134619136_1980-9-9_2011.jpg,female,michelle williams,nm0931329_rm2134619136_1980-9-9_2011_0.jpg,no-smile,"{'x': 950, 'y': 318, 'w': 314, 'h': 314}",29,"[950, 318, 1264, 632]",,0,42
751,751,30,black,29/nm0931329_rm2193404928_1980-9-9_2011.jpg,female,michelle williams,nm0931329_rm2193404928_1980-9-9_2011_0.jpg,smile,"{'x': 397, 'y': 340, 'w': 167, 'h': 167}",29,"[397, 340, 564, 507]",,0,42
752,752,30,black,29/nm0931329_rm2495394816_1980-9-9_2011.jpg,female,michelle williams,nm0931329_rm2495394816_1980-9-9_2011_0.jpg,smile,"{'x': 647, 'y': 264, 'w': 179, 'h': 179}",29,"[647, 264, 826, 443]",,0,42
753,753,28,black,29/nm0931329_rm2880998912_1980-9-9_2009.jpg,female,michelle williams,nm0931329_rm2880998912_1980-9-9_2009_0.jpg,no-smile,"{'x': 246, 'y': 2, 'w': 1098, 'h': 1098}",29,"[246, 2, 1344, 1100]",,0,42
754,754,24,black,29/nm0931329_rm2887490048_1980-9-9_2005.jpg,female,michelle williams,nm0931329_rm2887490048_1980-9-9_2005_0.jpg,no-smile,"{'x': 76, 'y': 76, 'w': 97, 'h': 97}",29,"[76, 76, 173, 173]",,0,42
756,756,27,black,29/nm0931329_rm3181680384_1980-9-9_2008.jpg,female,michelle williams,nm0931329_rm3181680384_1980-9-9_2008_0.jpg,no-smile,"{'x': 85, 'y': 113, 'w': 126, 'h': 126}",29,"[85, 113, 211, 239]",,0,42
757,757,32,black,29/nm0931329_rm3890195200_1980-9-9_2013.jpg,female,michelle williams,nm0931329_rm3890195200_1980-9-9_2013_0.jpg,no-smile,"{'x': 743, 'y': 1067, 'w': 206, 'h': 206}",29,"[743, 1067, 949, 1273]",,0,42
537,537,35,black,56/nm0933156_rm745967360_1969-8-27_2005.jpg,female,chandra wilson,nm0933156_rm745967360_1969-8-27_2005_0.jpg,no-smile,"{'x': 63, 'y': 63, 'w': 281, 'h': 281}",56,"[63, 63, 344, 344]",,0,42
538,538,35,black,56/nm0933156_rm905088512_1969-8-27_2005.jpg,female,chandra wilson,nm0933156_rm905088512_1969-8-27_2005_0.jpg,no-smile,"{'x': 123, 'y': 123, 'w': 60, 'h': 60}",56,"[123, 123, 183, 183]",,0,42
520,520,35,black,56/nm0933156_rm1150192384_1969-8-27_2005.jpg,female,chandra wilson,nm0933156_rm1150192384_1969-8-27_2005_0.jpg,smile,"{'x': 126, 'y': 110, 'w': 140, 'h': 140}",56,"[126, 110, 266, 250]",,0,43
521,521,39,black,56/nm0933156_rm1299613952_1969-8-27_2009.jpg,female,chandra wilson,nm0933156_rm1299613952_1969-8-27_2009_0.jpg,smile,"{'x': 75, 'y': 100, 'w': 111, 'h': 111}",56,"[75, 100, 186, 211]",,0,43
522,522,37,black,56/nm0933156_rm1542232832_1969-8-27_2007.jpg,female,chandra wilson,nm0933156_rm1542232832_1969-8-27_2007_0.jpg,smile,"{'x': 35, 'y': 86, 'w': 154, 'h': 154}",56,"[35, 86, 189, 240]",,0,43
523,523,37,black,56/nm0933156_rm1595443456_1969-8-27_2007.jpg,female,chandra wilson,nm0933156_rm1595443456_1969-8-27_2007_0.jpg,no-smile,"{'x': 301, 'y': 130, 'w': 60, 'h': 60}",56,"[301, 130, 361, 190]",,0,43
524,524,35,black,56/nm0933156_rm1777176064_1969-8-27_2005.jpg,female,chandra wilson,nm0933156_rm1777176064_1969-8-27_2005_0.jpg,no-smile,"{'x': 335, 'y': 103, 'w': 60, 'h': 60}",56,"[335, 103, 395, 163]",,0,43
525,525,35,black,56/nm0933156_rm1806998272_1969-8-27_2005.jpg,female,chandra wilson,nm0933156_rm1806998272_1969-8-27_2005_0.jpg,smile,"{'x': 49, 'y': 97, 'w': 218, 'h': 218}",56,"[49, 97, 267, 315]",,0,43
526,526,35,black,56/nm0933156_rm1971030784_1969-8-27_2005.jpg,female,chandra wilson,nm0933156_rm1971030784_1969-8-27_2005_0.jpg,no-smile,"{'x': 72, 'y': 96, 'w': 213, 'h': 213}",56,"[72, 96, 285, 309]",,0,43
527,527,40,black,56/nm0933156_rm2235026176_1969-8-27_2010.jpg,female,chandra wilson,nm0933156_rm2235026176_1969-8-27_2010_0.jpg,smile,"{'x': 880, 'y': 427, 'w': 237, 'h': 237}",56,"[880, 427, 1117, 664]",,0,43
528,528,35,black,56/nm0933156_rm2611848704_1969-8-27_2005.jpg,female,chandra wilson,nm0933156_rm2611848704_1969-8-27_2005_0.jpg,no-smile,"{'x': 425, 'y': 97, 'w': 71, 'h': 71}",56,"[425, 97, 496, 168]",,0,43
529,529,35,black,56/nm0933156_rm2617685760_1969-8-27_2005.jpg,female,chandra wilson,nm0933156_rm2617685760_1969-8-27_2005_0.jpg,no-smile,"{'x': 377, 'y': 142, 'w': 69, 'h': 69}",56,"[377, 142, 446, 211]",,0,43
530,530,35,black,56/nm0933156_rm2712765696_1969-8-27_2005.jpg,female,chandra wilson,nm0933156_rm2712765696_1969-8-27_2005_0.jpg,smile,"{'x': 72, 'y': 119, 'w': 213, 'h': 213}",56,"[72, 119, 285, 332]",,0,43
531,531,40,black,56/nm0933156_rm2781971456_1969-8-27_2010.jpg,female,chandra wilson,nm0933156_rm2781971456_1969-8-27_2010_0.jpg,smile,"{'x': 38, 'y': 115, 'w': 171, 'h': 171}",56,"[38, 115, 209, 286]",,0,43
532,532,35,black,56/nm0933156_rm3024068608_1969-8-27_2005.jpg,female,chandra wilson,nm0933156_rm3024068608_1969-8-27_2005_0.jpg,no-smile,"{'x': 465, 'y': 257, 'w': 143, 'h': 143}",56,"[465, 257, 608, 400]",,0,43
533,533,35,black,56/nm0933156_rm3188889600_1969-8-27_2005.jpg,female,chandra wilson,nm0933156_rm3188889600_1969-8-27_2005_0.jpg,no-smile,"{'x': 171, 'y': 78, 'w': 46, 'h': 46}",56,"[171, 78, 217, 124]",,0,43
534,534,35,black,56/nm0933156_rm3565917184_1969-8-27_2005.jpg,female,chandra wilson,nm0933156_rm3565917184_1969-8-27_2005_0.jpg,no-smile,"{'x': 308, 'y': 141, 'w': 114, 'h': 114}",56,"[308, 141, 422, 255]",,0,43
535,535,35,black,56/nm0933156_rm4012936960_1969-8-27_2005.jpg,female,chandra wilson,nm0933156_rm4012936960_1969-8-27_2005_0.jpg,smile,"{'x': 190, 'y': 73, 'w': 130, 'h': 130}",56,"[190, 73, 320, 203]",,0,43
536,536,39,black,56/nm0933156_rm4199057664_1969-8-27_2009.jpg,female,chandra wilson,nm0933156_rm4199057664_1969-8-27_2009_0.jpg,smile,"{'x': 62, 'y': 78, 'w': 139, 'h': 139}",56,"[62, 78, 201, 217]",,0,43
679,679,24,white,62/nm1015262_rm813205248_1986-4-9_2010.jpg,female,leighton meester,nm1015262_rm813205248_1986-4-9_2010_0.jpg,smile,"{'x': 90, 'y': 67, 'w': 100, 'h': 100}",62,"[90, 67, 190, 167]",,0,41
660,660,28,white,62/nm1015262_rm1168950528_1986-4-9_2014.jpg,female,leighton meester,nm1015262_rm1168950528_1986-4-9_2014_0.jpg,smile,"{'x': 526, 'y': 395, 'w': 587, 'h': 587}",62,"[526, 395, 1113, 982]",,0,42
661,661,21,white,62/nm1015262_rm1172608256_1986-4-9_2007.jpg,female,leighton meester,nm1015262_rm1172608256_1986-4-9_2007_0.jpg,smile,"{'x': 143, 'y': 112, 'w': 90, 'h': 90}",62,"[143, 112, 233, 202]",,0,42
662,662,24,white,62/nm1015262_rm1215333376_1986-4-9_2010.jpg,female,leighton meester,nm1015262_rm1215333376_1986-4-9_2010_0.jpg,smile,"{'x': 67, 'y': 100, 'w': 148, 'h': 148}",62,"[67, 100, 215, 248]",,0,42
663,663,21,white,62/nm1015262_rm1217113600_1986-4-9_2007.jpg,female,leighton meester,nm1015262_rm1217113600_1986-4-9_2007_0.jpg,smile,"{'x': 231, 'y': 243, 'w': 108, 'h': 108}",62,"[231, 243, 339, 351]",,0,42
664,664,21,white,62/nm1015262_rm1848094208_1986-4-9_2007.jpg,female,leighton meester,nm1015262_rm1848094208_1986-4-9_2007_0.jpg,smile,"{'x': 209, 'y': 129, 'w': 143, 'h': 143}",62,"[209, 129, 352, 272]",,0,42
665,665,21,white,62/nm1015262_rm1916254208_1986-4-9_2007.jpg,female,leighton meester,nm1015262_rm1916254208_1986-4-9_2007_0.jpg,smile,"{'x': 171, 'y': 96, 'w': 95, 'h': 95}",62,"[171, 96, 266, 191]",,0,42
666,666,24,white,62/nm1015262_rm2028571904_1986-4-9_2010.jpg,female,leighton meester,nm1015262_rm2028571904_1986-4-9_2010_0.jpg,smile,"{'x': 94, 'y': 78, 'w': 139, 'h': 139}",62,"[94, 78, 233, 217]",,0,42
667,667,24,white,62/nm1015262_rm2045349120_1986-4-9_2010.jpg,female,leighton meester,nm1015262_rm2045349120_1986-4-9_2010_0.jpg,smile,"{'x': 73, 'y': 73, 'w': 163, 'h': 163}",62,"[73, 73, 236, 236]",,0,42
668,668,26,white,62/nm1015262_rm2149889280_1986-4-9_2012.jpg,female,leighton meester,nm1015262_rm2149889280_1986-4-9_2012_0.jpg,smile,"{'x': 566, 'y': 209, 'w': 167, 'h': 167}",62,"[566, 209, 733, 376]",,0,42
669,669,21,white,62/nm1015262_rm2410056960_1986-4-9_2007.jpg,female,leighton meester,nm1015262_rm2410056960_1986-4-9_2007_0.jpg,no-smile,"{'x': 126, 'y': 63, 'w': 55, 'h': 55}",62,"[126, 63, 181, 118]",,0,42
670,670,21,white,62/nm1015262_rm2495523840_1986-4-9_2007.jpg,female,leighton meester,nm1015262_rm2495523840_1986-4-9_2007_0.jpg,no-smile,"{'x': 113, 'y': 273, 'w': 143, 'h': 143}",62,"[113, 273, 256, 416]",,0,42
671,671,21,white,62/nm1015262_rm2652614912_1986-4-9_2007.jpg,female,leighton meester,nm1015262_rm2652614912_1986-4-9_2007_0.jpg,no-smile,"{'x': 449, 'y': 498, 'w': 221, 'h': 221}",62,"[449, 498, 670, 719]",,0,42
672,672,21,white,62/nm1015262_rm2729676288_1986-4-9_2007.jpg,female,leighton meester,nm1015262_rm2729676288_1986-4-9_2007_0.jpg,no-smile,"{'x': 127, 'y': 55, 'w': 49, 'h': 49}",62,"[127, 55, 176, 104]",,0,42
673,673,21,white,62/nm1015262_rm2979629824_1986-4-9_2007.jpg,female,leighton meester,nm1015262_rm2979629824_1986-4-9_2007_0.jpg,no-smile,"{'x': 170, 'y': 79, 'w': 58, 'h': 58}",62,"[170, 79, 228, 137]",,0,42
674,674,26,white,62/nm1015262_rm3015945984_1986-4-9_2012.jpg,female,leighton meester,nm1015262_rm3015945984_1986-4-9_2012_0.jpg,no-smile,"{'x': 233, 'y': 121, 'w': 71, 'h': 71}",62,"[233, 121, 304, 192]",,0,42
675,675,21,white,62/nm1015262_rm3061747200_1986-4-9_2007.jpg,female,leighton meester,nm1015262_rm3061747200_1986-4-9_2007_0.jpg,no-smile,"{'x': 144, 'y': 85, 'w': 47, 'h': 47}",62,"[144, 85, 191, 132]",,0,42
676,676,21,white,62/nm1015262_rm3115365376_1986-4-9_2007.jpg,female,leighton meester,nm1015262_rm3115365376_1986-4-9_2007_0.jpg,no-smile,"{'x': 284, 'y': 623, 'w': 167, 'h': 167}",62,"[284, 623, 451, 790]",,0,42
677,677,21,white,62/nm1015262_rm3147675136_1986-4-9_2007.jpg,female,leighton meester,nm1015262_rm3147675136_1986-4-9_2007_0.jpg,no-smile,"{'x': 591, 'y': 346, 'w': 145, 'h': 145}",62,"[591, 346, 736, 491]",,0,42
678,678,21,white,62/nm1015262_rm3233462784_1986-4-9_2007.jpg,female,leighton meester,nm1015262_rm3233462784_1986-4-9_2007_0.jpg,no-smile,"{'x': 139, 'y': 69, 'w': 77, 'h': 77}",62,"[139, 69, 216, 146]",,0,42
1362,1362,35,white,64/nm1065664_rm176738816_1978-4-26_2013.jpg,female,stana katic,nm1065664_rm176738816_1978-4-26_2013_0.jpg,smile,"{'x': 250, 'y': 209, 'w': 372, 'h': 372}",64,"[250, 209, 622, 581]",,0,42
1364,1364,34,white,64/nm1065664_rm338734080_1978-4-26_2012.jpg,female,stana katic,nm1065664_rm338734080_1978-4-26_2012_0.jpg,smile,"{'x': 405, 'y': 486, 'w': 724, 'h': 724}",64,"[405, 486, 1129, 1210]",,0,42
1375,1375,31,white,64/nm1065664_rm413720064_1978-4-26_2009.jpg,female,stana katic,nm1065664_rm413720064_1978-4-26_2009_0.jpg,smile,"{'x': 283, 'y': 238, 'w': 100, 'h': 100}",64,"[283, 238, 383, 338]",,0,42
1377,1377,31,white,64/nm1065664_rm919852544_1978-4-26_2009.jpg,female,stana katic,nm1065664_rm919852544_1978-4-26_2009_0.jpg,smile,"{'x': 217, 'y': 168, 'w': 87, 'h': 87}",64,"[217, 168, 304, 255]",,0,42
1378,1378,31,white,64/nm1065664_rm956080896_1978-4-26_2009.jpg,female,stana katic,nm1065664_rm956080896_1978-4-26_2009_0.jpg,smile,"{'x': 423, 'y': 123, 'w': 121, 'h': 121}",64,"[423, 123, 544, 244]",,0,42
1379,1379,31,white,64/nm1065664_rm982365952_1978-4-26_2009.jpg,female,stana katic,nm1065664_rm982365952_1978-4-26_2009_0.jpg,smile,"{'x': 192, 'y': 123, 'w': 122, 'h': 122}",64,"[192, 123, 314, 245]",,0,42
1360,1360,31,white,64/nm1065664_rm1379831040_1978-4-26_2009.jpg,female,stana katic,nm1065664_rm1379831040_1978-4-26_2009_0.jpg,smile,"{'x': 264, 'y': 132, 'w': 130, 'h': 130}",64,"[264, 132, 394, 262]",,0,43
1361,1361,34,white,64/nm1065664_rm1551087360_1978-4-26_2012.jpg,female,stana katic,nm1065664_rm1551087360_1978-4-26_2012_0.jpg,smile,"{'x': 211, 'y': 68, 'w': 74, 'h': 74}",64,"[211, 68, 285, 142]",,0,43
